turn,player,response,predicted_action,predicted_normalized,predicted_family,chaga_top1_action,chaga_family,chaga_top3_actions,teacher_accept_top3,top1_match,top3_match,relaxed_match
88,1,PLAY W6,Play W6,PLAY W6,PLAY,PLAY W6,PLAY,PLAY W6|PLAY W8|PLAY W7,False,True,True,True
90,2,PLAY B6,Play T4,PLAY T4,PLAY,PLAY B6,PLAY,PLAY B6|PLAY T4,False,False,True,False
98,1,PLAY W7,Play W7,PLAY W7,PLAY,PLAY W7,PLAY,PLAY W7|PLAY W8,False,True,True,True
100,2,PLAY F1,Play T4,PLAY T4,PLAY,PLAY F1,PLAY,PLAY F1,False,False,False,False
6,2,PLAY F4,Play W4,PLAY W4,PLAY,PLAY F4,PLAY,PLAY F4|PLAY F1,True,False,False,False
8,3,PLAY T8,Play W1,PLAY W1,PLAY,PLAY T8,PLAY,PLAY T8|PLAY W8,True,False,False,False
14,2,PLAY F1,Play W8,PLAY W8,PLAY,PLAY F1,PLAY,PLAY F1|PLAY T1,True,False,False,False
16,3,PLAY T5,Play W1,PLAY W1,PLAY,PLAY T5,PLAY,PLAY T5,True,False,False,False
21,2,PLAY T1,Play W8,PLAY W8,PLAY,PLAY T1,PLAY,PLAY T1,True,False,False,False
23,3,PLAY B3,Play W1,PLAY W1,PLAY,PLAY B3,PLAY,PLAY B3|PLAY B7,True,False,False,False
28,2,PLAY T1,Play W8,PLAY W8,PLAY,PLAY T1,PLAY,PLAY T1,True,False,False,False
30,3,PLAY J2,Play W1,PLAY W1,PLAY,PLAY J2,PLAY,PLAY J2,True,False,False,False
36,2,PLAY T9,Play W8,PLAY W8,PLAY,PLAY T9,PLAY,PLAY T9|PLAY W8,True,False,True,True
38,3,PLAY B9,Play W1,PLAY W1,PLAY,PLAY B9,PLAY,PLAY B9,True,False,False,False
44,2,PLAY W8,Play W8,PLAY W8,PLAY,PLAY W8,PLAY,PLAY W8|PLAY T7,True,True,True,True
46,3,PLAY F1,Play W1,PLAY W1,PLAY,PLAY F1,PLAY,PLAY F1,True,False,False,False
51,2,CHI B5,Chi B6,CHI B6,CHI,CHI B5,CHI,CHI B5|PASS|CHI B6,False,False,True,False
53,3,PLAY J2,Play W1,PLAY W1,PLAY,PLAY J2,PLAY,PLAY J2,False,False,False,False
59,2,PLAY W4,Play B7,PLAY B7,PLAY,PLAY W4,PLAY,PLAY W4,False,False,False,False
61,3,PLAY T1,Play W1,PLAY W1,PLAY,PLAY T1,PLAY,PLAY T1,False,False,False,False
67,2,PLAY B1,Play B1,PLAY B1,PLAY,PLAY B1,PLAY,PLAY B1,False,True,True,True
69,3,PLAY B2,Play W1,PLAY W1,PLAY,PLAY B2,PLAY,PLAY B2|PLAY W2,False,False,False,False
74,2,PLAY J3,Play B4,PLAY B4,PLAY,PLAY J3,PLAY,PLAY J3,False,False,False,False
76,3,PLAY F2,Play W1,PLAY W1,PLAY,PLAY F2,PLAY,PLAY F2|PLAY B2,False,False,False,False
82,2,PLAY J1,Play B4,PLAY B4,PLAY,PLAY J1,PLAY,PLAY J1,False,False,False,False
84,3,PLAY B3,Play W1,PLAY W1,PLAY,PLAY B3,PLAY,PLAY B3,False,False,False,False
89,2,PLAY F2,Play B4,PLAY B4,PLAY,PLAY F2,PLAY,PLAY F2,False,False,False,False
91,3,PLAY T7,Play W1,PLAY W1,PLAY,PLAY T7,PLAY,PLAY T7|PLAY F2|PLAY J3,False,False,False,False
97,2,PLAY T4,Play T4,PLAY T4,PLAY,PLAY T4,PLAY,PLAY T4,False,True,True,True
99,3,PLAY T2,Play W1,PLAY W1,PLAY,PLAY T2,PLAY,PLAY T2|PLAY J3|PLAY F2,False,False,False,False
105,2,PLAY B8,Play W5,PLAY W5,PLAY,PLAY B8,PLAY,PLAY B8|PLAY B4,False,False,False,False
107,2,HU,Hu,HU,HU,HU,HU,HU|PASS,False,True,True,True
4,1,PLAY W5,Play T4,PLAY T4,PLAY,PLAY W5,PLAY,PLAY W5|PLAY T4|PLAY W7,True,False,True,True
6,2,PLAY W4,Play W4,PLAY W4,PLAY,PLAY W4,PLAY,PLAY W4|PLAY F1|PLAY W8,True,True,True,True
12,1,PLAY W7,Play W7,PLAY W7,PLAY,PLAY W7,PLAY,PLAY W7|PLAY T4|PLAY B5,True,True,True,True
14,2,PLAY W4,Play W4,PLAY W4,PLAY,PLAY W4,PLAY,PLAY W4|PLAY F1,True,True,True,True
20,1,PLAY T4,Play T4,PLAY T4,PLAY,PLAY T4,PLAY,PLAY T4|PLAY F4,True,True,True,True
21,2,CHI T4,Chi T4,CHI T4,CHI,CHI T4,CHI,CHI T4|CHI T5,False,True,True,True
27,1,PLAY B5,Play B5,PLAY B5,PLAY,PLAY B5,PLAY,PLAY B5,True,True,True,True
29,2,PLAY B1,Play W8,PLAY W8,PLAY,PLAY B1,PLAY,PLAY B1|PLAY W8,True,False,True,True
35,1,PLAY B5,Play W6,PLAY W6,PLAY,PLAY B5,PLAY,PLAY B5|PLAY W6,True,False,True,True
37,2,PLAY W5,Play W5,PLAY W5,PLAY,PLAY W5,PLAY,PLAY W5|PLAY W8,True,True,True,True
42,1,PLAY W4,Play W4,PLAY W4,PLAY,PLAY W4,PLAY,PLAY W4|PLAY W6,True,True,True,True
44,2,PLAY F2,Play W8,PLAY W8,PLAY,PLAY F2,PLAY,PLAY F2|PLAY W8|PLAY B7,True,False,True,True
50,1,PLAY W6,Play W6,PLAY W6,PLAY,PLAY W6,PLAY,PLAY W6|PLAY F3,False,True,True,True
52,2,PLAY W8,Play W8,PLAY W8,PLAY,PLAY W8,PLAY,PLAY W8,False,True,True,True
58,1,PLAY W3,Play W3,PLAY W3,PLAY,PLAY W3,PLAY,PLAY W3|PLAY F3,False,True,True,True
60,2,PLAY W8,Play W8,PLAY W8,PLAY,PLAY W8,PLAY,PLAY W8,False,True,True,True
65,1,PLAY F3,Play B3,PLAY B3,PLAY,PLAY F3,PLAY,PLAY F3,False,False,False,False
67,2,PLAY B7,Play T7,PLAY T7,PLAY,PLAY B7,PLAY,PLAY B7|PLAY T7,False,False,True,False
73,1,PLAY B7,Play B3,PLAY B3,PLAY,PLAY B7,PLAY,PLAY B7,False,False,False,False
75,2,PLAY F4,Play T7,PLAY T7,PLAY,PLAY F4,PLAY,PLAY F4,False,False,False,False
81,1,PLAY T3,Play T3,PLAY T3,PLAY,PLAY T3,PLAY,PLAY T3|PLAY B3,False,True,True,True
83,2,PLAY T3,Play T1,PLAY T1,PLAY,PLAY T3,PLAY,PLAY T3|PLAY T1|PLAY W1,False,False,True,False
2,0,PLAY J1,Play W8,PLAY W8,PLAY,PLAY J1,PLAY,PLAY J1|PLAY J3,True,False,False,False
4,1,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1|PLAY T9,True,True,True,True
10,0,PLAY J3,Play W8,PLAY W8,PLAY,PLAY J3,PLAY,PLAY J3|PLAY T1,True,False,False,False
12,1,PLAY T1,Play W4,PLAY W4,PLAY,PLAY T1,PLAY,PLAY T1|PLAY W8|PLAY T9,True,False,False,False
17,1,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
23,0,PLAY T1,Play W1,PLAY W1,PLAY,PLAY T1,PLAY,PLAY T1|PLAY B1,True,False,False,False
25,1,PLAY T9,Play W4,PLAY W4,PLAY,PLAY T9,PLAY,PLAY T9|PLAY W4,True,False,True,True
31,0,PLAY B1,Play W1,PLAY W1,PLAY,PLAY B1,PLAY,PLAY B1|PLAY B5|PLAY W2,True,False,False,False
33,1,PLAY W4,Play W4,PLAY W4,PLAY,PLAY W4,PLAY,PLAY W4,True,True,True,True
38,1,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
44,0,PLAY J1,Play W1,PLAY W1,PLAY,PLAY J1,PLAY,PLAY J1,True,False,False,False
46,1,PLAY B4,Play B4,PLAY B4,PLAY,PLAY B4,PLAY,PLAY B4,False,True,True,True
51,0,CHI B8,Chi B8,CHI B8,CHI,CHI B8,CHI,CHI B8|PASS,False,True,True,True
53,1,PLAY T5,Play T5,PLAY T5,PLAY,PLAY T5,PLAY,PLAY T5,False,True,True,True
56,1,HU,Hu,HU,HU,HU,HU,HU|PASS,False,True,True,True
2,0,PLAY F4,Play W5,PLAY W5,PLAY,PLAY F4,PLAY,PLAY F4,True,False,False,False
8,3,PLAY F3,Play W2,PLAY W2,PLAY,PLAY F3,PLAY,PLAY F3,True,False,False,False
10,0,PLAY W9,Play W6,PLAY W6,PLAY,PLAY W9,PLAY,PLAY W9|PLAY J2,True,False,False,False
16,3,PLAY W8,Play W5,PLAY W5,PLAY,PLAY W8,PLAY,PLAY W8|PLAY B8|PLAY B2,True,False,False,False
18,0,PLAY B6,Play W6,PLAY W6,PLAY,PLAY B6,PLAY,PLAY B6|PLAY B8|PLAY B1,True,False,False,False
24,3,PLAY W9,Play W5,PLAY W5,PLAY,PLAY W9,PLAY,PLAY W9,True,False,False,False
26,0,PLAY F1,Play W6,PLAY W6,PLAY,PLAY F1,PLAY,PLAY F1,True,False,False,False
32,3,PLAY T9,Play W5,PLAY W5,PLAY,PLAY T9,PLAY,PLAY T9|PLAY B8|PLAY B2,True,False,False,False
34,0,PLAY B8,Play W6,PLAY W6,PLAY,PLAY B8,PLAY,PLAY B8|PLAY W6|PLAY B1,True,False,True,True
39,3,PLAY J1,Play W5,PLAY W5,PLAY,PLAY J1,PLAY,PLAY J1,True,False,False,False
41,0,PLAY F4,Play F4,PLAY F4,PLAY,PLAY F4,PLAY,PLAY F4|PLAY B1|PLAY T1,True,True,True,True
47,3,PLAY T8,Play W5,PLAY W5,PLAY,PLAY T8,PLAY,PLAY T8|PLAY B8|PLAY B2,True,False,False,False
49,0,PLAY F1,Play F1,PLAY F1,PLAY,PLAY F1,PLAY,PLAY F1|PLAY T1,False,True,True,True
55,3,PLAY F3,Play W5,PLAY W5,PLAY,PLAY F3,PLAY,PLAY F3,False,False,False,False
57,0,PLAY T1,Play B3,PLAY B3,PLAY,PLAY T1,PLAY,PLAY T1|PLAY B1|PLAY W6,False,False,False,False
63,3,PLAY B8,Play W5,PLAY W5,PLAY,PLAY B8,PLAY,PLAY B8|PLAY T5,False,False,False,False
65,0,PLAY W6,Play W6,PLAY W6,PLAY,PLAY W6,PLAY,PLAY W6|PLAY B1,False,True,True,True
71,3,PLAY J2,Play W2,PLAY W2,PLAY,PLAY J2,PLAY,PLAY J2,False,False,False,False
73,0,PLAY W5,Play W5,PLAY W5,PLAY,PLAY W5,PLAY,PLAY W5,False,True,True,True
79,3,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2|PLAY T5,False,True,True,True
6,2,PLAY F2,Play W1,PLAY W1,PLAY,PLAY F2,PLAY,PLAY F2|PLAY F1,True,False,False,False
8,3,PLAY F1,Play W3,PLAY W3,PLAY,PLAY F1,PLAY,PLAY F1|PLAY T9|PLAY F3,True,False,False,False
13,2,PLAY F1,Play W2,PLAY W2,PLAY,PLAY F1,PLAY,PLAY F1,True,False,False,False
15,3,PLAY F3,Play W3,PLAY W3,PLAY,PLAY F3,PLAY,PLAY F3|PLAY T9|PLAY T2,True,False,False,False
21,2,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2|PLAY B1,True,True,True,True
23,3,PLAY J2,Play W4,PLAY W4,PLAY,PLAY J2,PLAY,PLAY J2,True,False,False,False
29,2,PLAY B1,Play B1,PLAY B1,PLAY,PLAY B1,PLAY,PLAY B1|PLAY T1,True,True,True,True
33,2,CHI B8,Chi B8,CHI B8,CHI,CHI B8,CHI,CHI B8|PASS,False,True,True,True
35,3,PLAY T2,Play W3,PLAY W3,PLAY,PLAY T2,PLAY,PLAY T2|PLAY B8,True,False,False,False
41,2,PLAY T3,Play T3,PLAY T3,PLAY,PLAY T3,PLAY,PLAY T3,True,True,True,True
43,3,PLAY W3,Play W3,PLAY W3,PLAY,PLAY W3,PLAY,PLAY W3|PLAY W4,True,True,True,True
48,2,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2,False,True,True,True
50,3,PLAY B9,Play W3,PLAY W3,PLAY,PLAY B9,PLAY,PLAY B9|PLAY W3,True,False,True,True
4,1,PLAY T1,Play W5,PLAY W5,PLAY,PLAY T1,PLAY,PLAY T1,True,False,False,False
6,2,PLAY F1,Play W1,PLAY W1,PLAY,PLAY F1,PLAY,PLAY F1,True,False,False,False
11,1,PLAY W5,Play W5,PLAY W5,PLAY,PLAY W5,PLAY,PLAY W5|PLAY B2,True,True,True,True
13,2,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1|PLAY B1|PLAY W8,True,True,True,True
21,2,PLAY J3,Play W5,PLAY W5,PLAY,PLAY J3,PLAY,PLAY J3,True,False,False,False
27,1,PLAY B5,Play B5,PLAY B5,PLAY,PLAY B5,PLAY,PLAY B5,True,True,True,True
29,2,PLAY J2,Play W5,PLAY W5,PLAY,PLAY J2,PLAY,PLAY J2,True,False,False,False
34,1,PLAY J2,Play J2,PLAY J2,PLAY,PLAY J2,PLAY,PLAY J2,True,True,True,True
36,2,PLAY B1,Play W5,PLAY W5,PLAY,PLAY B1,PLAY,PLAY B1|PLAY W8,True,False,False,False
44,1,PLAY T3,Play T3,PLAY T3,PLAY,PLAY T3,PLAY,PLAY T3,True,True,True,True
46,2,PLAY J3,Play W5,PLAY W5,PLAY,PLAY J3,PLAY,PLAY J3,True,False,False,False
51,2,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
57,1,PLAY T7,Play T7,PLAY T7,PLAY,PLAY T7,PLAY,PLAY T7,True,True,True,True
59,2,PLAY B1,Play T5,PLAY T5,PLAY,PLAY B1,PLAY,PLAY B1,False,False,False,False
65,1,PLAY W4,Play W4,PLAY W4,PLAY,PLAY W4,PLAY,PLAY W4,False,True,True,True
66,2,CHI W5,Chi W5,CHI W5,CHI,CHI W5,CHI,CHI W5|PASS,False,True,True,True
2,0,PLAY T8,Play T8,PLAY T8,PLAY,PLAY T8,PLAY,PLAY T8,True,True,True,True
4,1,PLAY T1,Play W2,PLAY W2,PLAY,PLAY T1,PLAY,PLAY T1|PLAY F1|PLAY B8,True,False,False,False
10,0,PLAY W4,Play B6,PLAY B6,PLAY,PLAY W4,PLAY,PLAY W4|PLAY T6,True,False,False,False
12,1,PLAY T2,Play W2,PLAY W2,PLAY,PLAY T2,PLAY,PLAY T2|PLAY B8,True,False,False,False
17,0,PLAY F1,Play F1,PLAY F1,PLAY,PLAY F1,PLAY,PLAY F1,True,True,True,True
22,0,PLAY W8,Play W8,PLAY W8,PLAY,PLAY W8,PLAY,PLAY W8,True,True,True,True
24,1,PLAY T2,Play W2,PLAY W2,PLAY,PLAY T2,PLAY,PLAY T2|PLAY F1,True,False,False,False
30,0,PLAY J3,Play J3,PLAY J3,PLAY,PLAY J3,PLAY,PLAY J3,True,True,True,True
32,1,PLAY F1,Play W2,PLAY W2,PLAY,PLAY F1,PLAY,PLAY F1|PLAY B6,True,False,False,False
38,0,PLAY W5,Play W5,PLAY W5,PLAY,PLAY W5,PLAY,PLAY W5,True,True,True,True
40,1,PLAY J3,Play W2,PLAY W2,PLAY,PLAY J3,PLAY,PLAY J3|PLAY W5|PLAY B1,True,False,False,False
46,0,PLAY T2,Play B6,PLAY B6,PLAY,PLAY T2,PLAY,PLAY T2|PLAY B6,False,False,True,False
48,1,PLAY W5,Play W2,PLAY W2,PLAY,PLAY W5,PLAY,PLAY W5|PLAY B1|PLAY W2,True,False,True,True
53,0,PLAY T8,Play B6,PLAY B6,PLAY,PLAY T8,PLAY,PLAY T8,False,False,False,False
55,1,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2|PLAY B1,False,True,True,True
61,0,PLAY T3,Play T3,PLAY T3,PLAY,PLAY T3,PLAY,PLAY T3|PLAY T6|PLAY B6,False,True,True,True
63,1,PLAY B9,Play T9,PLAY T9,PLAY,PLAY B9,PLAY,PLAY B9|PLAY B1,False,False,False,False
66,1,PENG,Peng,PENG,PENG,PENG,PENG,PENG|PASS,False,True,True,True
72,0,PLAY T7,Play T4,PLAY T4,PLAY,PLAY T7,PLAY,PLAY T7|PLAY W2,False,False,False,False
76,0,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2,False,True,True,True
78,1,PLAY T1,Play T1,PLAY T1,PLAY,PLAY T1,PLAY,PLAY T1|PLAY B6,False,True,True,True
2,0,PLAY J2,Play W1,PLAY W1,PLAY,PLAY J2,PLAY,PLAY J2,True,False,False,False
5,3,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
7,0,PLAY B9,Play W1,PLAY W1,PLAY,PLAY B9,PLAY,PLAY B9,True,False,False,False
13,3,PLAY W3,Play W3,PLAY W3,PLAY,PLAY W3,PLAY,PLAY W3|PLAY T3,True,True,True,True
15,0,PLAY B4,Play W5,PLAY W5,PLAY,PLAY B4,PLAY,PLAY B4|PLAY W1|PLAY W5,True,False,True,True
18,3,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
20,0,PLAY W5,Play W5,PLAY W5,PLAY,PLAY W5,PLAY,PLAY W5|PLAY W1,True,True,True,True
25,3,CHI B4,Chi B4,CHI B4,CHI,CHI B4,CHI,CHI B4,False,True,True,True
27,0,PLAY T8,Play T8,PLAY T8,PLAY,PLAY T8,PLAY,PLAY T8|PLAY W3,True,True,True,True
33,3,PLAY B3,Play T3,PLAY T3,PLAY,PLAY B3,PLAY,PLAY B3,True,False,False,False
35,0,PLAY F1,Play F1,PLAY F1,PLAY,PLAY F1,PLAY,PLAY F1,True,True,True,True
38,3,PLAY J1,Play J1,PLAY J1,PLAY,PLAY J1,PLAY,PLAY J1|PLAY J2,True,True,True,True
40,0,PLAY T4,Play T4,PLAY T4,PLAY,PLAY T4,PLAY,PLAY T4|PLAY W1|PLAY W3,False,True,True,True
45,3,PLAY J2,Play W2,PLAY W2,PLAY,PLAY J2,PLAY,PLAY J2|PLAY W2,False,False,True,False
47,0,PLAY W9,Play W9,PLAY W9,PLAY,PLAY W9,PLAY,PLAY W9|PLAY W3,False,True,True,True
53,3,PLAY W2,Play T3,PLAY T3,PLAY,PLAY W2,PLAY,PLAY W2|PLAY W1,False,False,False,False
54,0,HU,Hu,HU,HU,HU,HU,HU|PASS,False,True,True,True
4,1,PLAY B2,Play W2,PLAY W2,PLAY,PLAY B2,PLAY,PLAY B2|PLAY F3,True,False,False,False
8,3,PLAY F4,Play W3,PLAY W3,PLAY,PLAY F4,PLAY,PLAY F4|PLAY F1,True,False,False,False
13,3,PLAY F1,Play W3,PLAY W3,PLAY,PLAY F1,PLAY,PLAY F1|PLAY T3,True,False,False,False
17,1,PLAY B7,Play W6,PLAY W6,PLAY,PLAY B7,PLAY,PLAY B7|PLAY T1|PLAY W6,True,False,True,True
21,3,PLAY F3,Play W3,PLAY W3,PLAY,PLAY F3,PLAY,PLAY F3,True,False,False,False
25,1,PLAY W6,Play W2,PLAY W2,PLAY,PLAY W6,PLAY,PLAY W6|PLAY T4,True,False,False,False
29,3,PLAY T3,Play W3,PLAY W3,PLAY,PLAY T3,PLAY,PLAY T3|PLAY B5,True,False,False,False
36,1,PLAY B7,Play W2,PLAY W2,PLAY,PLAY B7,PLAY,PLAY B7,True,False,False,False
40,3,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1,True,True,True,True
44,1,PLAY T1,Play T1,PLAY T1,PLAY,PLAY T1,PLAY,PLAY T1|PLAY F2,True,True,True,True
48,3,PLAY W4,Play W4,PLAY W4,PLAY,PLAY W4,PLAY,PLAY W4,False,True,True,True
52,1,PLAY F2,Play F2,PLAY F2,PLAY,PLAY F2,PLAY,PLAY F2,True,True,True,True
56,3,PLAY T4,Play T4,PLAY T4,PLAY,PLAY T4,PLAY,PLAY T4|PLAY T7,False,True,True,True
60,1,PLAY W3,Play W3,PLAY W3,PLAY,PLAY W3,PLAY,PLAY W3,False,True,True,True
64,3,PLAY B9,Play B9,PLAY B9,PLAY,PLAY B9,PLAY,PLAY B9,False,True,True,True
68,1,PLAY B3,Play B3,PLAY B3,PLAY,PLAY B3,PLAY,PLAY B3|PLAY F4,False,True,True,True
72,3,PLAY T5,Play T5,PLAY T5,PLAY,PLAY T5,PLAY,PLAY T5,False,True,True,True
76,1,PLAY W6,Play W6,PLAY W6,PLAY,PLAY W6,PLAY,PLAY W6,False,True,True,True
80,3,PLAY B6,Play B6,PLAY B6,PLAY,PLAY B6,PLAY,PLAY B6,False,True,True,True
84,1,PLAY B7,Play B7,PLAY B7,PLAY,PLAY B7,PLAY,PLAY B7,False,True,True,True
88,3,PLAY B6,Play B6,PLAY B6,PLAY,PLAY B6,PLAY,PLAY B6,False,True,True,True
92,1,PLAY W4,Play W4,PLAY W4,PLAY,PLAY W4,PLAY,PLAY W4,False,True,True,True
96,3,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1,False,True,True,True
100,1,PLAY T9,Play T9,PLAY T9,PLAY,PLAY T9,PLAY,PLAY T9|PLAY F4,False,True,True,True
104,3,PLAY F3,Play F3,PLAY F3,PLAY,PLAY F3,PLAY,PLAY F3,False,True,True,True
108,1,PLAY F4,Play F4,PLAY F4,PLAY,PLAY F4,PLAY,PLAY F4,False,True,True,True
112,3,PLAY W5,Play W5,PLAY W5,PLAY,PLAY W5,PLAY,PLAY W5,False,True,True,True
2,0,PLAY W7,Play W2,PLAY W2,PLAY,PLAY W7,PLAY,PLAY W7|PLAY T2|PLAY B1,True,False,False,False
6,2,PLAY F1,Play W1,PLAY W1,PLAY,PLAY F1,PLAY,PLAY F1|PLAY W4,True,False,False,False
10,0,PLAY T2,Play W2,PLAY W2,PLAY,PLAY T2,PLAY,PLAY T2|PLAY B1,True,False,False,False
14,2,PLAY W4,Play W1,PLAY W1,PLAY,PLAY W4,PLAY,PLAY W4,True,False,False,False
18,0,PLAY B1,Play W2,PLAY W2,PLAY,PLAY B1,PLAY,PLAY B1|PLAY J2,True,False,False,False
21,2,PLAY T1,Play T1,PLAY T1,PLAY,PLAY T1,PLAY,PLAY T1|PLAY B2,True,True,True,True
25,0,PLAY T5,Play W2,PLAY W2,PLAY,PLAY T5,PLAY,PLAY T5|PLAY J2,True,False,False,False
29,2,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1|PLAY B2,True,True,True,True
33,0,PLAY T9,Play T9,PLAY T9,PLAY,PLAY T9,PLAY,PLAY T9|PLAY J2|PLAY B1,True,True,True,True
37,2,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2,True,True,True,True
41,0,PLAY J2,Play B1,PLAY B1,PLAY,PLAY J2,PLAY,PLAY J2|PLAY B1,True,False,True,True
45,2,PLAY W9,Play W9,PLAY W9,PLAY,PLAY W9,PLAY,PLAY W9|PLAY B2,True,True,True,True
49,0,PLAY W3,Play W3,PLAY W3,PLAY,PLAY W3,PLAY,PLAY W3|PLAY J2|PLAY B1,False,True,True,True
53,2,PLAY B1,Play B1,PLAY B1,PLAY,PLAY B1,PLAY,PLAY B1|PLAY B2,False,True,True,True
57,0,PLAY W9,Play W9,PLAY W9,PLAY,PLAY W9,PLAY,PLAY W9|PLAY B1|PLAY J2,False,True,True,True
61,2,PLAY F4,Play F4,PLAY F4,PLAY,PLAY F4,PLAY,PLAY F4,False,True,True,True
65,0,PLAY T6,Play T6,PLAY T6,PLAY,PLAY T6,PLAY,PLAY T6|PLAY J2,False,True,True,True
69,2,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1,False,True,True,True
73,0,PLAY J1,Play B1,PLAY B1,PLAY,PLAY J1,PLAY,PLAY J1|PLAY J2|PLAY B1,False,False,True,False
77,2,PLAY B7,Play B7,PLAY B7,PLAY,PLAY B7,PLAY,PLAY B7,False,True,True,True
81,0,PLAY J3,Play B1,PLAY B1,PLAY,PLAY J3,PLAY,PLAY J3|PLAY B1|PLAY J2,False,False,True,False
85,2,PLAY W6,Play W6,PLAY W6,PLAY,PLAY W6,PLAY,PLAY W6|PLAY W9,False,True,True,True
89,0,PLAY T9,Play T9,PLAY T9,PLAY,PLAY T9,PLAY,PLAY T9|PLAY J2,False,True,True,True
93,2,PLAY J1,Play J1,PLAY J1,PLAY,PLAY J1,PLAY,PLAY J1,False,True,True,True
97,0,PLAY J2,Play B1,PLAY B1,PLAY,PLAY J2,PLAY,PLAY J2|PLAY B1,False,False,True,False
101,2,PLAY B6,Play B6,PLAY B6,PLAY,PLAY B6,PLAY,PLAY B6,False,True,True,True
105,0,PLAY B1,Play T7,PLAY T7,PLAY,PLAY B1,PLAY,PLAY B1|PLAY T7,False,False,True,False
4,1,PLAY F1,Play W9,PLAY W9,PLAY,PLAY F1,PLAY,PLAY F1|PLAY J3|PLAY F3,True,False,False,False
8,3,PLAY T8,Play T2,PLAY T2,PLAY,PLAY T8,PLAY,PLAY T8|PLAY F3|PLAY F2,True,False,False,False
12,1,PLAY J3,Play W9,PLAY W9,PLAY,PLAY J3,PLAY,PLAY J3|PLAY F3,True,False,False,False
16,3,PLAY J3,Play T2,PLAY T2,PLAY,PLAY J3,PLAY,PLAY J3,True,False,False,False
20,1,PLAY J3,Play W9,PLAY W9,PLAY,PLAY J3,PLAY,PLAY J3|PLAY F3,True,False,False,False
23,3,PENG,Peng,PENG,PENG,PENG,PENG,PENG|PASS,False,True,True,True
27,1,PLAY F3,Play W1,PLAY W1,PLAY,PLAY F3,PLAY,PLAY F3,True,False,False,False
31,3,PLAY T5,Play T2,PLAY T2,PLAY,PLAY T5,PLAY,PLAY T5|PLAY J2|PLAY F2,True,False,False,False
33,3,GANG,Peng,PENG,PENG,GANG,GANG,GANG,False,False,False,False
34,3,PLAY F2,Play F2,PLAY F2,PLAY,PLAY F2,PLAY,PLAY F2|PLAY J2|PLAY T1,True,True,True,True
38,1,PLAY W9,Play W1,PLAY W1,PLAY,PLAY W9,PLAY,PLAY W9|PLAY B2,True,False,False,False
42,3,PLAY J2,Play W6,PLAY W6,PLAY,PLAY J2,PLAY,PLAY J2|PLAY W6,True,False,True,True
46,1,PLAY B2,Play W1,PLAY W1,PLAY,PLAY B2,PLAY,PLAY B2|PLAY W1,True,False,True,True
50,3,PLAY B2,Play W5,PLAY W5,PLAY,PLAY B2,PLAY,PLAY B2|PLAY W6,False,False,False,False
54,1,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1,False,True,True,True
58,3,PLAY T1,Play W5,PLAY W5,PLAY,PLAY T1,PLAY,PLAY T1|PLAY B7|PLAY W6,False,False,False,False
62,1,PLAY W7,Play W7,PLAY W7,PLAY,PLAY W7,PLAY,PLAY W7,False,True,True,True
66,3,PLAY T8,Play W5,PLAY W5,PLAY,PLAY T8,PLAY,PLAY T8,False,False,False,False
70,1,PLAY B7,Play B7,PLAY B7,PLAY,PLAY B7,PLAY,PLAY B7|PLAY B4,False,True,True,True
74,3,PLAY B7,Play W5,PLAY W5,PLAY,PLAY B7,PLAY,PLAY B7|PLAY T9|PLAY W6,False,False,False,False
78,1,PLAY T9,Play T9,PLAY T9,PLAY,PLAY T9,PLAY,PLAY T9,False,True,True,True
82,3,PLAY B2,Play W5,PLAY W5,PLAY,PLAY B2,PLAY,PLAY B2|PLAY T9,False,False,False,False
86,1,PLAY B7,Play B7,PLAY B7,PLAY,PLAY B7,PLAY,PLAY B7|PLAY B4,False,True,True,True
90,3,PLAY W6,Play W5,PLAY W5,PLAY,PLAY W6,PLAY,PLAY W6,False,False,False,False
94,1,PLAY F2,Play F2,PLAY F2,PLAY,PLAY F2,PLAY,PLAY F2,False,True,True,True
